row_id,Consumer,Product,Liking,parse_error,overall_visual_match,color_pinkness_match,fat_lean_appearance_match,surface_moisture_shine_match,slice_structure_homogeneity_match,overall_texture_match,tenderness_softness_match,firmness_rubberiness_match,dryness_juiciness_match,fibrous_stringy_pieces_match,thickness_chew_match,overall_flavor_match,saltiness_match,ham_taste_match,aromatic_smoky_spiced_match,bland_insipid_intensity_match,offnote_aftertaste_match
745,H164,J17,2.03,,5.0,6.0,,,,2.0,2.0,,,,,2.0,5.0,,,2.0,1.0
746,H165,J01,6.37,,5.0,,6.0,6.0,,3.0,3.0,,3.0,,5.0,4.0,6.0,5.0,6.0,3.0,
747,H165,J15,2.32,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,
748,H165,J28,4.44,,4.0,,6.0,,,4.0,5.0,,5.0,,,3.0,3.0,,3.0,,
749,H165,J31,9.17,,6.0,6.0,6.0,5.0,6.0,6.0,6.0,,6.0,,6.0,6.0,6.0,6.0,5.0,,
750,H201,J26,8.77,,5.0,6.0,4.0,,4.0,5.0,6.0,,,,5.0,3.0,6.0,3.0,2.0,3.0,
751,H201,J27,7.93,,6.0,6.0,5.0,,,5.0,6.0,,,,6.0,4.0,,4.0,,,
752,H201,J28,8.09,,6.0,6.0,6.0,,6.0,5.0,6.0,,,6.0,4.0,4.0,,5.0,3.0,4.0,
753,H201,J29,7.49,,5.0,6.0,5.0,,5.0,5.0,6.0,,,,3.0,5.0,6.0,5.0,4.0,4.0,4.0
754,H201,J30,8.47,,5.0,4.0,5.0,,5.0,6.0,6.0,,,5.0,6.0,4.0,6.0,4.0,3.0,4.0,
755,H201,J31,7.13,,6.0,6.0,6.0,,6.0,5.0,6.0,,,,5.0,5.0,6.0,5.0,4.0,,
756,H201,J32,8.82,,6.0,6.0,6.0,,,6.0,6.0,,,,5.0,5.0,,6.0,4.0,5.0,
757,H202,J01,8.59,,4.0,,,,,4.0,,3.0,6.0,,,5.0,2.0,6.0,1.0,,
758,H202,J10,7.78,,6.0,,,,,5.0,,6.0,6.0,,,6.0,,,6.0,,
759,H202,J26,7.47,,3.0,,,,,3.0,4.0,2.0,2.0,5.0,,2.0,,,1.0,,
760,H202,J28,7.79,,,,,,,3.0,,3.0,2.0,,,6.0,,,6.0,,
761,H204,J01,7.13,,5.0,6.0,,,3.0,3.0,3.0,,,,,4.0,,4.0,,,
762,H204,J10,5.91,,5.0,6.0,,,,5.0,3.0,6.0,,,,4.0,,3.0,,,
763,H204,J25,1.17,,5.0,5.0,,,,1.0,2.0,2.0,,1.0,,1.0,,1.0,,,1.0
764,H204,J26,6.34,,5.0,6.0,,,,2.0,2.0,3.0,,2.0,,3.0,,3.0,,,
765,H204,J27,9.18,,5.0,,,,,5.0,1.0,4.0,,,,5.0,6.0,,,5.0,
766,H204,J28,6.73,,5.0,6.0,,,,3.0,2.0,,,,,2.0,,2.0,,2.0,
767,H204,J30,4.88,,2.0,,,,1.0,2.0,2.0,,,,,3.0,,3.0,,,
768,H204,J32,7.88,,4.0,,,,,3.0,2.0,4.0,,,,4.0,,4.0,,,
769,H205,J26,2.95,,5.0,6.0,,,,2.0,2.0,4.0,,,2.0,5.0,6.0,,,,
770,H205,J27,8.57,,4.0,3.0,6.0,,,5.0,5.0,6.0,,,,4.0,6.0,,,,
771,H205,J28,5.9,,5.0,6.0,,,,5.0,6.0,6.0,5.0,,,3.0,3.0,,,3.0,
772,H205,J31,6.63,,6.0,6.0,6.0,,,5.0,5.0,6.0,,,,3.0,5.0,3.0,,3.0,
773,H206,J01,5.93,,4.0,6.0,3.0,,3.0,4.0,5.0,3.0,,,5.0,6.0,6.0,6.0,,,
774,H206,J20,8.91,,5.0,6.0,6.0,,,4.0,6.0,,6.0,,2.0,6.0,6.0,6.0,,,
775,H206,J21,4.6,,3.0,5.0,4.0,2.0,,2.0,2.0,2.0,2.0,,2.0,3.0,3.0,5.0,,,
776,H206,J31,7.43,,6.0,6.0,,,6.0,6.0,6.0,,,,6.0,4.0,4.0,,,,
777,H207,J01,7.77,,6.0,6.0,5.0,,,6.0,6.0,,,,,6.0,6.0,,,,
778,H207,J02,7.6,,6.0,4.0,5.0,,,6.0,6.0,,,,,6.0,6.0,,,,
779,H207,J20,3.75,,5.0,4.0,3.0,,,3.0,,,,,,2.0,1.0,,,,
780,H207,J21,3.84,,6.0,6.0,3.0,,,3.0,,,,,,2.0,1.0,,,,
781,H207,J22,7.42,,5.0,4.0,5.0,,,6.0,6.0,,,,,6.0,6.0,,,,
782,H207,J23,6.25,,4.0,,4.0,,,6.0,,,,,,6.0,6.0,,,,
783,H207,J26,7.98,,6.0,6.0,,,,6.0,,,,,,6.0,6.0,,,,
784,H207,J32,6.29,,5.0,4.0,6.0,,,6.0,,,,,,6.0,6.0,,,,
785,H208,J01,0.13,,2.0,4.0,6.0,,2.0,2.0,2.0,2.0,2.0,,,2.0,6.0,2.0,,2.0,
786,H208,J26,5.39,,6.0,6.0,6.0,,,5.0,5.0,6.0,,,,6.0,6.0,5.0,,,
787,H208,J27,6.61,,5.0,6.0,6.0,,4.0,5.0,5.0,6.0,,,,6.0,6.0,6.0,,,
788,H208,J31,7.61,,6.0,6.0,6.0,,6.0,6.0,5.0,6.0,,,6.0,6.0,6.0,6.0,,,
789,H209,J01,8.84,,5.0,6.0,5.0,,4.0,5.0,5.0,6.0,6.0,5.0,,5.0,5.0,5.0,3.0,4.0,6.0
790,H209,J10,8.82,,6.0,6.0,6.0,,6.0,5.0,5.0,4.0,,,,4.0,3.0,5.0,4.0,,5.0
791,H209,J28,1.72,,3.0,2.0,4.0,,,5.0,5.0,4.0,5.0,,,2.0,1.0,2.0,3.0,,
792,H209,J31,4.42,,5.0,6.0,5.0,,5.0,5.0,5.0,4.0,5.0,,,3.0,3.0,3.0,2.0,3.0,5.0
793,H209,J32,6.91,,4.0,5.0,4.0,,,3.0,3.0,4.0,3.0,,,4.0,4.0,6.0,3.0,,5.0
794,H210,J01,6.19,,,,,,,,,,,,,,,,,,
795,H211,J01,6.43,,,,,,,3.0,,,3.0,,,4.0,,,4.0,,
796,H211,J02,1.98,,2.0,,1.0,1.0,1.0,2.0,,,2.0,,,2.0,,,4.0,1.0,1.0
797,H211,J10,6.88,,3.0,,3.0,6.0,3.0,5.0,,,6.0,,,4.0,,,4.0,,
798,H211,J24,6.33,,,,,,,4.0,,,,,,4.0,,,,,
799,H212,J01,6.41,,,,,,,,,,,,,,,,,,
800,H212,J02,8.05,,,,,,,,,,,,,,,,,,
801,H212,J03,6.56,,,,,,,,,,,,,,,,,,
802,H212,J09,8.12,,,,,,,,,,,,,,,,,,
803,H212,J10,9.22,,,,,,,,,,,,,,,,,,
804,H212,J11,7.42,,,,,,,,,,,,,,,,,,
805,H212,J15,4.13,,,,,,,,,,,,,,,,,,
806,H212,J17,8.02,,,,,,,,,,,,,,,,,,
807,H212,J24,8.9,,,,,,,,,,,,,,,,,,
808,H212,J25,7.97,,,,,,,,,,,,,,,,,,
809,H212,J26,8.96,,,,,,,,,,,,,,,,,,
810,H212,J30,4.61,,,,,,,,,,,,,,,,,,
811,H212,J31,6.29,,,,,,,,,,,,,,,,,,
812,H214,J01,5.1,,2.0,,2.0,,2.0,2.0,2.0,2.0,,,2.0,,,,,,
813,H214,J02,5.27,,1.0,,1.0,,1.0,4.0,,,,,,3.0,,,,,
814,H214,J10,4.88,,,,,,,3.0,,5.0,,2.0,,4.0,6.0,,3.0,,
815,H214,J11,2.96,,2.0,2.0,,,2.0,2.0,,3.0,2.0,,2.0,2.0,4.0,,2.0,2.0,
816,H214,J17,5.05,,2.0,,1.0,,1.0,5.0,5.0,6.0,,,5.0,3.0,3.0,,5.0,,
817,H214,J27,6.19,,1.0,4.0,1.0,,1.0,5.0,6.0,6.0,,,,5.0,,,6.0,,5.0
818,H214,J28,6.99,,2.0,2.0,1.0,,1.0,5.0,6.0,5.0,,,6.0,3.0,2.0,,4.0,,2.0
819,H214,J31,7.22,,2.0,2.0,,,2.0,,,,,,,,,,,,
820,H217,J01,5.66,,2.0,2.0,,2.0,2.0,1.0,1.0,,1.0,,1.0,4.0,6.0,3.0,,3.0,
821,H217,J02,7.75,,3.0,5.0,,2.0,,3.0,2.0,,2.0,,,5.0,6.0,6.0,,,
822,H217,J20,5.35,,2.0,4.0,5.0,2.0,2.0,2.0,2.0,,2.0,,,5.0,6.0,,,,
823,H217,J22,7.66,,5.0,6.0,5.0,5.0,,6.0,6.0,,6.0,,,4.0,4.0,,,,
824,H217,J25,8.25,,2.0,2.0,,,1.0,5.0,6.0,,5.0,,,5.0,6.0,6.0,,,
825,H217,J31,3.88,,2.0,2.0,2.0,,2.0,5.0,6.0,,5.0,,,2.0,2.0,,,,
826,H219,J20,8.09,,5.0,,6.0,,,3.0,3.0,,2.0,,,3.0,3.0,,6.0,3.0,
827,H219,J23,2.23,,6.0,,6.0,,,2.0,2.0,2.0,3.0,,,2.0,,,6.0,2.0,
828,H219,J28,9.57,,6.0,,6.0,,,6.0,6.0,6.0,6.0,,,4.0,6.0,,2.0,,
829,H219,J31,3.24,,6.0,,6.0,,,5.0,6.0,6.0,6.0,,,3.0,3.0,,6.0,3.0,
830,H220,J01,8.44,,,,,,,4.0,4.0,,,,,,,,,,
831,H220,J02,7.79,,,,,,,5.0,5.0,,,,,,,,,,
832,H220,J10,8.63,,,,,,,4.0,4.0,,,,,,,,,,
833,H220,J23,5.62,,,,,,,4.0,4.0,,,,,4.0,4.0,,,,
834,H220,J28,8.49,,,,,,,6.0,6.0,,,,,,,,,,
835,H220,J29,8.51,,4.0,4.0,,,,5.0,5.0,,,,,5.0,6.0,,,,
836,H221,J11,6.5,,,,,,,,,,,,,,,,,,
837,H221,J24,7.39,,,,,,,,,,,,,,,,,,
838,H222,J02,8.09,,5.0,6.0,4.0,,,5.0,5.0,5.0,,,,5.0,6.0,5.0,,4.0,
839,H222,J21,8.82,,4.0,6.0,,,,5.0,5.0,5.0,,,3.0,6.0,6.0,,,,
840,H222,J22,4.97,,,,,,,,,,,,,,,,,,
841,H222,J31,8.06,,5.0,6.0,,,,5.0,5.0,5.0,,,5.0,6.0,6.0,,,,
842,H222,J32,9.34,,5.0,6.0,5.0,,,5.0,5.0,5.0,,,,6.0,6.0,,,,
843,H223,J04,4.27,,1.0,,1.0,,1.0,2.0,2.0,,2.0,,,3.0,,,2.0,,
844,H223,J11,8.07,,4.0,,6.0,,,3.0,5.0,,2.0,,,3.0,,,2.0,,
845,H223,J20,3.75,,2.0,,3.0,,,3.0,3.0,,,,4.0,2.0,,,2.0,2.0,
846,H223,J21,6.48,,2.0,2.0,2.0,,2.0,5.0,6.0,,,2.0,,3.0,3.0,,2.0,,
847,H223,J22,2.99,,1.0,,1.0,,1.0,4.0,4.0,,,,4.0,1.0,,1.0,1.0,1.0,
848,H223,J23,3.59,,2.0,,2.0,,,2.0,2.0,,,,,1.0,,1.0,1.0,1.0,
849,H223,J26,7.81,,5.0,,6.0,,,6.0,6.0,,6.0,,,6.0,,,6.0,,
850,H223,J27,7.42,,4.0,5.0,3.0,,,5.0,5.0,,,,,6.0,,,6.0,,
851,H223,J28,7.89,,4.0,,4.0,,,5.0,6.0,,,,4.0,2.0,,,2.0,,
852,H226,J01,5.17,,2.0,4.0,1.0,,2.0,3.0,2.0,3.0,,,,3.0,,4.0,,,2.0
853,H226,J09,9.57,,6.0,6.0,6.0,,,6.0,6.0,6.0,,,,6.0,,6.0,,,
854,H226,J27,7.7,,3.0,5.0,2.0,,2.0,4.0,5.0,5.0,,,,5.0,,6.0,,,
855,H226,J30,8.47,,6.0,6.0,6.0,,,5.0,4.0,6.0,,,,6.0,,6.0,,,
856,H227,J09,3.73,,3.0,4.0,3.0,,,2.0,,3.0,2.0,,,2.0,,2.0,1.0,2.0,
857,H227,J10,5.6,,2.0,2.0,,,,2.0,,,,,2.0,4.0,,5.0,2.0,,
858,H227,J15,2.79,,4.0,6.0,2.0,,,2.0,4.0,,,,2.0,1.0,,1.0,1.0,1.0,
859,H227,J17,1.81,,3.0,2.0,,,,2.0,4.0,,,,2.0,1.0,5.0,1.0,1.0,2.0,
860,H227,J26,6.82,,4.0,4.0,,,,3.0,4.0,,,,2.0,5.0,5.0,5.0,5.0,6.0,6.0
861,H227,J30,6.43,,4.0,5.0,2.0,,,2.0,3.0,,,,2.0,4.0,,3.0,5.0,,
862,H228,J02,6.77,,5.0,6.0,4.0,,,2.0,2.0,2.0,,,2.0,4.0,4.0,,,,
863,H228,J04,1.49,,1.0,,1.0,,,1.0,,1.0,,,,3.0,4.0,,,,
864,H228,J05,2.13,,3.0,4.0,,,,2.0,2.0,2.0,,,,3.0,5.0,,,,
865,H228,J22,0.77,,2.0,,,,,2.0,,1.0,,,,2.0,,,,,
866,H228,J23,8.19,,5.0,6.0,4.0,,,3.0,3.0,3.0,,,,4.0,4.0,,,,
867,H228,J29,5.63,,6.0,6.0,5.0,,,6.0,6.0,6.0,,,,5.0,5.0,6.0,,,
868,H228,J30,7.95,,2.0,2.0,,,,5.0,6.0,5.0,,,,5.0,5.0,,,,
869,H228,J31,2.31,,3.0,6.0,3.0,,2.0,5.0,5.0,5.0,,,4.0,3.0,4.0,,,2.0,
870,H229,J01,0.33,,2.0,,5.0,,2.0,2.0,2.0,3.0,2.0,3.0,,2.0,2.0,,,2.0,
871,H229,J02,9.49,,6.0,5.0,6.0,,5.0,3.0,3.0,3.0,,5.0,,5.0,6.0,,,,
872,H229,J10,9.6,,6.0,6.0,6.0,,6.0,6.0,6.0,,,6.0,5.0,6.0,6.0,,6.0,,
873,H229,J26,8.54,,6.0,6.0,6.0,,,5.0,5.0,,,6.0,,6.0,6.0,,,,
874,H230,J21,6.82,,,,,,,,,,,,,,,,,,
875,H231,J02,7.62,,5.0,6.0,6.0,,,5.0,,6.0,,,4.0,4.0,6.0,5.0,3.0,,
876,H231,J09,2.99,,3.0,2.0,6.0,,,2.0,,2.0,,,2.0,1.0,5.0,1.0,2.0,2.0,
877,H231,J11,7.69,,6.0,6.0,6.0,,,6.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,,
878,H231,J26,7.47,,6.0,6.0,6.0,,4.0,6.0,,6.0,,,6.0,6.0,6.0,6.0,6.0,,
879,H231,J28,6.37,,6.0,6.0,6.0,,,4.0,,4.0,,,4.0,3.0,3.0,3.0,3.0,,
880,H231,J31,4.92,,5.0,6.0,6.0,,,2.0,,2.0,,,2.0,3.0,,3.0,,3.0,
881,H232,J01,5.68,,2.0,,2.0,,2.0,2.0,2.0,,2.0,,,2.0,5.0,2.0,2.0,,
882,H232,J02,8.13,,4.0,,6.0,3.0,3.0,4.0,5.0,,,,,4.0,5.0,5.0,2.0,,
883,H232,J04,2.34,,2.0,,2.0,,3.0,2.0,,,2.0,2.0,,1.0,4.0,1.0,1.0,2.0,
884,H232,J05,3.95,,4.0,,6.0,,6.0,2.0,,,2.0,,,1.0,5.0,1.0,2.0,2.0,
885,H233,J07,5.14,,,,,,,,,,,,,,,,,,
886,H234,J01,4.71,,4.0,,6.0,,,3.0,3.0,,3.0,,5.0,3.0,,3.0,,3.0,
887,H234,J02,6.24,,5.0,6.0,6.0,,,3.0,3.0,,2.0,,,4.0,,3.0,,3.0,6.0
888,H234,J03,8.87,,4.0,6.0,6.0,,,6.0,6.0,,6.0,,2.0,5.0,6.0,5.0,5.0,,
889,H234,J21,3.01,,2.0,4.0,3.0,2.0,,2.0,3.0,2.0,3.0,,1.0,2.0,2.0,2.0,,,4.0
890,H234,J22,7.46,,3.0,3.0,3.0,4.0,2.0,5.0,6.0,3.0,6.0,,,4.0,6.0,4.0,4.0,3.0,6.0
891,H234,J27,2.77,,5.0,6.0,6.0,,3.0,2.0,2.0,2.0,3.0,,2.0,1.0,,,,,1.0
892,H234,J29,6.74,,5.0,4.0,6.0,,,6.0,6.0,,6.0,,,3.0,,3.0,,2.0,
893,H237,J02,7.65,,3.0,3.0,2.0,,2.0,5.0,,5.0,,,6.0,5.0,,6.0,,6.0,6.0
894,H237,J03,4.52,,4.0,5.0,5.0,,6.0,2.0,,2.0,,,2.0,2.0,2.0,2.0,,2.0,2.0
895,H237,J09,3.86,,1.0,1.0,5.0,,2.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0
896,H237,J10,2.75,,4.0,4.0,6.0,,6.0,2.0,,2.0,,,,2.0,,2.0,,2.0,2.0
897,H237,J11,1.91,,2.0,4.0,6.0,,1.0,2.0,,3.0,,2.0,,1.0,2.0,1.0,,2.0,1.0
898,H237,J20,5.01,,2.0,3.0,2.0,,1.0,2.0,,2.0,,,1.0,2.0,,2.0,,2.0,2.0
899,H237,J22,7.01,,4.0,4.0,4.0,,3.0,6.0,,6.0,,,,5.0,,5.0,,5.0,
900,H237,J23,3.99,,3.0,4.0,2.0,,2.0,5.0,,,,,,2.0,,2.0,,2.0,2.0
901,H237,J28,5.52,,5.0,6.0,6.0,,6.0,6.0,,6.0,,,6.0,4.0,3.0,6.0,,4.0,4.0
902,H237,J32,5.56,,5.0,6.0,6.0,,6.0,3.0,,3.0,,,2.0,6.0,,6.0,,6.0,
903,H238,J01,9.47,,6.0,6.0,6.0,,5.0,5.0,5.0,5.0,,,,4.0,,6.0,2.0,,
904,H238,J02,1.53,,2.0,2.0,1.0,,,2.0,2.0,,,,,2.0,,2.0,2.0,2.0,
905,H238,J10,9.36,,6.0,6.0,6.0,,,6.0,5.0,,,,6.0,4.0,,6.0,3.0,,
906,H238,J26,8.44,,6.0,6.0,6.0,,,6.0,6.0,,6.0,,,4.0,3.0,6.0,3.0,,
907,H238,J27,9.57,,6.0,,6.0,,6.0,6.0,6.0,,,,6.0,4.0,2.0,5.0,2.0,,
908,H238,J28,8.44,,5.0,6.0,6.0,,4.0,6.0,6.0,,5.0,,6.0,5.0,,6.0,3.0,,
909,H238,J29,4.48,,6.0,6.0,6.0,,,2.0,2.0,,,,2.0,3.0,3.0,4.0,3.0,,
910,H238,J30,1.87,,6.0,6.0,6.0,,,6.0,6.0,,,,6.0,2.0,1.0,3.0,2.0,,
911,H238,J31,0.7,,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,
912,H239,J02,6.4,,4.0,,4.0,,4.0,4.0,5.0,,3.0,,,5.0,6.0,4.0,,4.0,
913,H239,J03,4.84,,3.0,5.0,,,2.0,4.0,4.0,,3.0,,,5.0,6.0,4.0,,,
914,H239,J07,3.48,,1.0,,1.0,,1.0,4.0,6.0,,6.0,,,3.0,6.0,,2.0,,
915,H239,J09,9.33,,5.0,6.0,6.0,,6.0,4.0,5.0,,3.0,,,4.0,,4.0,,,
916,H239,J11,5.9,,5.0,6.0,5.0,,5.0,3.0,3.0,,2.0,,,5.0,5.0,5.0,,6.0,
917,H239,J20,9.57,,5.0,,,,,6.0,6.0,,6.0,,,5.0,6.0,,,,
918,H239,J21,7.07,,5.0,5.0,5.0,,,6.0,6.0,,6.0,,,5.0,6.0,5.0,5.0,6.0,
919,H239,J26,4.6,,5.0,6.0,4.0,,4.0,5.0,6.0,,5.0,,4.0,3.0,6.0,3.0,,3.0,
920,H239,J29,2.58,,2.0,2.0,2.0,,2.0,1.0,1.0,,1.0,2.0,,1.0,4.0,1.0,1.0,1.0,
921,H239,J32,6.92,,6.0,6.0,6.0,,6.0,4.0,5.0,,3.0,6.0,,6.0,6.0,6.0,,,
922,H240,J10,7.29,,,,,,,,,,,,,,,,,,
923,H240,J26,9.16,,,,,,,,,,,,,,,,,,
924,H240,J31,5.9,,,,,,,,,,,,,,,,,,
925,H241,J01,7.79,,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,,,5.0,,6.0,,5.0,6.0
926,H241,J24,0.43,,1.0,1.0,,,1.0,2.0,2.0,,,,,1.0,,1.0,,2.0,1.0
927,H241,J27,0.62,,3.0,5.0,6.0,,2.0,2.0,3.0,,,,2.0,1.0,,1.0,,2.0,1.0
928,H241,J30,1.53,,6.0,6.0,6.0,,6.0,2.0,2.0,2.0,2.0,,,1.0,,1.0,,1.0,1.0
929,H242,J10,8.95,,6.0,6.0,6.0,,,2.0,2.0,2.0,,,2.0,4.0,6.0,,3.0,,
930,H244,J02,3.48,,1.0,2.0,1.0,,1.0,3.0,3.0,4.0,3.0,,,2.0,6.0,,2.0,2.0,
931,H244,J24,5.03,,2.0,1.0,1.0,,1.0,3.0,2.0,,4.0,5.0,,4.0,6.0,,5.0,,
932,H244,J26,7.3,,2.0,2.0,1.0,4.0,1.0,3.0,4.0,5.0,5.0,6.0,4.0,2.0,2.0,,2.0,3.0,
933,H244,J28,9.99,,4.0,6.0,6.0,,2.0,5.0,5.0,5.0,4.0,,5.0,5.0,6.0,,6.0,,
934,H245,J02,7.99,,5.0,4.0,5.0,,,6.0,6.0,6.0,,,6.0,6.0,,6.0,6.0,,
935,H245,J07,3.52,,5.0,6.0,,5.0,5.0,3.0,3.0,4.0,,,4.0,2.0,1.0,3.0,2.0,,
936,H245,J09,7.69,,5.0,6.0,,,,3.0,6.0,,,,2.0,4.0,3.0,6.0,6.0,,
937,H245,J17,4.6,,4.0,3.0,,,6.0,5.0,6.0,6.0,,,5.0,2.0,6.0,2.0,2.0,2.0,
938,H245,J22,5.16,,4.0,5.0,,2.0,6.0,5.0,5.0,5.0,2.0,,5.0,3.0,6.0,4.0,,3.0,
939,H245,J23,8.0,,5.0,5.0,,5.0,,6.0,6.0,,,,6.0,5.0,6.0,6.0,3.0,,
940,H245,J24,5.35,,5.0,5.0,,4.0,4.0,3.0,5.0,2.0,,,2.0,3.0,,2.0,5.0,,
941,H245,J25,1.79,,2.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,2.0,3.0,1.0,2.0,1.0,
942,H245,J27,8.26,,6.0,6.0,,,,5.0,4.0,,,,5.0,5.0,,6.0,4.0,,
943,H245,J30,8.55,,4.0,4.0,,,,3.0,5.0,,,,2.0,6.0,5.0,6.0,6.0,,
944,H246,J01,4.34,,,,,,,6.0,6.0,,,,,6.0,6.0,,,,
945,H246,J11,7.76,,,,,,,2.0,2.0,,,,,,,,,,
946,H246,J17,6.71,,3.0,,,,2.0,6.0,6.0,,,,,6.0,6.0,,,,
947,H246,J20,4.72,,,,,,2.0,6.0,6.0,,,,,3.0,5.0,3.0,,3.0,
948,H246,J25,4.99,,,,,,,6.0,6.0,,,,,4.0,4.0,,,,
949,H246,J31,8.03,,,,,,6.0,6.0,6.0,,,,,6.0,6.0,,,,
950,H247,J21,6.31,,3.0,,,,3.0,4.0,,,,,,3.0,6.0,2.0,,2.0,
951,H247,J28,6.62,,5.0,,,,,4.0,,3.0,,,,6.0,6.0,6.0,,,
952,H247,J29,4.88,,2.0,2.0,,,,2.0,,2.0,,,,2.0,4.0,2.0,,2.0,
953,H247,J30,6.71,,6.0,6.0,5.0,,,3.0,,,,,,6.0,6.0,6.0,,,
954,H248,J03,2.63,,,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0
955,H248,J10,6.14,,4.0,,,,,4.0,,6.0,3.0,5.0,,5.0,,,6.0,,
956,H248,J20,5.46,,3.0,,2.0,,2.0,5.0,,6.0,6.0,5.0,,3.0,,,2.0,,
957,H248,J21,2.77,,2.0,,1.0,,1.0,2.0,,1.0,5.0,1.0,,1.0,,,1.0,1.0,
958,H250,J01,5.67,,3.0,2.0,2.0,,,6.0,6.0,,3.0,,,3.0,3.0,,,,
959,H250,J24,4.04,,2.0,1.0,3.0,,,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,
960,H250,J27,6.36,,3.0,2.0,4.0,,5.0,2.0,2.0,,2.0,,,3.0,5.0,,,3.0,
961,H250,J29,4.25,,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,,,2.0,3.0,2.0,,2.0,
962,H251,J03,3.83,,3.0,6.0,6.0,,2.0,2.0,2.0,,,,1.0,3.0,4.0,,,3.0,3.0
963,H251,J06,7.04,,5.0,6.0,5.0,6.0,,3.0,3.0,6.0,,,,4.0,6.0,,,,5.0
964,H251,J07,8.39,,5.0,6.0,,,5.0,3.0,3.0,3.0,,,,6.0,6.0,6.0,,,
965,H251,J32,7.58,,6.0,6.0,6.0,,5.0,4.0,4.0,,,,,5.0,5.0,6.0,,,
966,H252,J10,8.77,,,,,,,,,,,,,,,,,,
967,H253,J04,8.98,,6.0,,,,,6.0,6.0,,,,,6.0,6.0,,,,
968,H253,J05,7.38,,5.0,5.0,,,,5.0,5.0,,,,,3.0,3.0,,,,
969,H253,J11,5.62,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,
970,H253,J27,3.73,,3.0,3.0,,,,4.0,6.0,,,,,2.0,1.0,,,,
971,H253,J31,7.28,,4.0,4.0,,,,5.0,5.0,,,,,5.0,6.0,,,,
972,H255,J02,5.38,,5.0,5.0,,,,3.0,,4.0,,,2.0,2.0,4.0,,2.0,3.0,
973,H255,J03,8.09,,5.0,6.0,3.0,,,3.0,5.0,2.0,,,2.0,4.0,3.0,,6.0,,
974,H255,J10,5.7,,6.0,6.0,,,,4.0,3.0,,,,5.0,2.0,2.0,,1.0,2.0,
975,H255,J20,5.68,,5.0,6.0,3.0,,,4.0,4.0,5.0,,,,2.0,2.0,,2.0,2.0,
976,H255,J23,5.11,,5.0,6.0,4.0,,,2.0,2.0,4.0,,,2.0,3.0,,,5.0,,
977,H255,J24,9.26,,5.0,6.0,,,,2.0,3.0,,,,2.0,4.0,6.0,,6.0,,
978,H255,J25,5.17,,5.0,5.0,,,,6.0,6.0,6.0,,,,3.0,2.0,,2.0,,
979,H255,J31,7.31,,4.0,5.0,3.0,,,6.0,6.0,6.0,,,6.0,3.0,,4.0,2.0,,
980,H257,J01,4.94,,2.0,4.0,,2.0,1.0,3.0,,4.0,2.0,,4.0,2.0,5.0,1.0,,2.0,
981,H257,J02,8.48,,3.0,,,,,4.0,,,3.0,,3.0,5.0,,6.0,,,
982,H257,J20,7.41,,4.0,,,,,5.0,5.0,,4.0,,,6.0,,6.0,,,
983,H257,J21,8.13,,3.0,,,,,4.0,,,6.0,,,5.0,4.0,6.0,,,
984,H257,J26,7.33,,2.0,4.0,,,1.0,2.0,,,2.0,,,2.0,,2.0,,2.0,
985,H257,J30,7.36,,4.0,5.0,,4.0,,5.0,5.0,5.0,5.0,,6.0,6.0,6.0,6.0,,6.0,
986,H258,J01,9.49,,3.0,4.0,3.0,,2.0,5.0,6.0,6.0,,6.0,,5.0,6.0,6.0,4.0,,
987,H258,J02,7.59,,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,,,,3.0,3.0,,2.0,,
988,H258,J04,7.78,,2.0,2.0,2.0,,2.0,2.0,,,,,,5.0,6.0,6.0,3.0,,
989,H258,J05,5.23,,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,3.0,1.0,6.0,3.0,,
990,H258,J20,6.52,,2.0,6.0,1.0,,2.0,1.0,1.0,2.0,,1.0,,3.0,,6.0,2.0,2.0,
991,H258,J22,6.81,,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,,,4.0,6.0,6.0,3.0,,
992,H258,J26,9.62,,5.0,6.0,6.0,,5.0,3.0,5.0,5.0,,,2.0,5.0,6.0,6.0,3.0,,
993,H258,J29,9.05,,5.0,,6.0,4.0,5.0,6.0,6.0,6.0,,,,4.0,,,5.0,,
994,H258,J30,7.91,,4.0,4.0,6.0,,3.0,2.0,2.0,2.0,,,,5.0,6.0,,6.0,,
995,H259,J26,7.11,,,,,,,,,,,,,,,,,,
996,H260,J02,9.78,,4.0,4.0,5.0,3.0,,6.0,,6.0,3.0,,6.0,5.0,6.0,5.0,,5.0,
